query_id,product_id,shade_id,score,label,L_lab,a_lab,b_lab,C_lab,H_lab_deg,depth,warmth,sat_eff
scored_cluster_12_bright1,P10061920,353192,-14.5545410452863,1,31.12069022538889,54.95405668447684,26.806074614449315,61.14338870488058,26.002686978743952,68.8793097746111,-0.6709537277891044,1.9647182714154123
scored_cluster_12_bright1,P10060424,355106,-54.78866664641654,0,46.81254614918564,8.994144949216853,13.982937631965786,16.625798873647184,57.2499500407439,53.18745385081436,9.48586515735736,0.3551569021830787
scored_cluster_12_bright1,P10024435,270654,-8.457200823718637,1,46.41643260920038,54.72222422448453,42.03711696323433,69.00464496434573,37.5311433440101,53.58356739079962,14.676004850992069,1.486642576462631
scored_cluster_12_bright1,P4147086,217099,-4.730329776292636,1,34.37422990349075,58.27610335586189,38.87212970054277,70.05102918443752,33.704627222581735,65.62577009650926,9.734078022611826,2.037893776271152
scored_cluster_12_bright1,P10049039,323729,-55.26658698414017,0,61.63001338579413,29.9964539583738,9.717733315974586,31.531279562955287,17.950392093159394,38.36998661420587,-5.280493663212315,0.5116221436716956
scored_cluster_12_bright1,P10033916,278154,-4.036939528642472,1,40.73722385811353,54.2615999910947,36.69112673482245,65.50236648140563,34.06614669271602,59.26277614188647,9.560326739275098,1.607924160702465
scored_cluster_12_bright1,P10060056,330257,-57.19481924252534,0,16.375075768395938,17.544824279331323,4.36432396112878,18.07949619403972,13.968967321087462,83.62492423160407,-4.4080881785368815,1.1040862619355525
scored_cluster_12_bright1,P10023791,269036,-10.195157386265793,1,38.57457592430609,50.2975385817353,31.34334870692553,59.26422104056613,31.9294561316936,61.42542407569391,6.194579416057881,1.5363544412480077
scored_cluster_12_bright1,P10052826,328090,-11.11706561290732,1,36.520517142235406,49.66045667883373,31.04262050728888,58.56453914708007,32.00939452358273,63.479482857764594,6.212392167872011,1.6036065129907784
scored_cluster_12_bright1,P10050994,321498,-8.659757019174076,1,42.36208971938249,64.61584359821792,35.99064884745366,73.963058673706,29.11755240056482,57.63791028061751,3.6827270483447023,1.7459728536447696
scored_cluster_12_bright1,P10057990,350346,-4.855647087668278,1,43.73708022929871,58.02757114155382,38.427765844485215,69.59807612561337,33.51383569207724,56.262919770701295,9.413980273708304,1.5912830888741138
scored_cluster_12_bright1,P4147086,217106,-73.43752335529992,0,14.197679363085548,-4.338746723009379e-06,1.7354986892037516e-06,4.672973231964053e-06,158.19859051364824,85.80232063691446,3.904872050708441e-06,3.2913641113166306e-07
scored_cluster_12_bright1,P10023936,307363,-75.49346284236132,0,73.74066174284428,17.131920839760117,19.72641271115134,26.127266793724907,49.02646097161568,26.25933825715572,11.160452291271282,0.3543128875740021
scored_cluster_12_bright1,P4147086,324931,-49.92666765692917,0,45.90291143533311,19.974191502442228,6.289882217989007,20.941130449247712,17.479239100741438,54.09708856466689,-3.697213533232107,0.4562048417941651
scored_cluster_12_bright1,P10052981,327620,-50.70011019069111,0,61.954197300446296,34.28350087883775,13.7601447328501,36.94184640185505,21.86872335570507,38.0458026995537,-3.3816057065687755,0.5962767336441455
scored_cluster_12_bright1,P10051094,322169,-5.308964442492654,1,36.010061893835385,56.82116920813471,34.46646108073453,66.45737137149847,31.24007124302585,63.989938106164615,6.05587647666718,1.8455222756191765
scored_cluster_12_bright1,P10057037,344731,-4.862769486470944,1,40.54065475452074,61.30208965442519,40.90310161801387,73.6953860019252,33.712735824890785,59.45934524547926,10.252056790801277,1.8178144000919805
scored_cluster_12_bright1,P10058623,348854,-5.627053471959898,1,37.293658377284544,53.23658261582853,35.20907011727724,63.82642358095338,33.47944800327565,62.706341622715456,8.590778809362977,1.711455147018504
scored_cluster_12_bright1,P10054584,336730,-10.55384405318361,1,44.25944144629664,59.97112856048864,47.5540469703329,76.53707365764178,38.41262299138032,55.74055855370336,17.56848269008858,1.72928241199135
scored_cluster_12_bright1,P1000203314,352485,-4.963131102156527,1,40.706450130002,53.02294397502166,40.94544222277894,66.9922519892951,37.67608134505872,59.293549869998,14.433970235268106,1.6457404606725847
scored_cluster_12_bright1,P1000206798,367304,-55.14623336108973,0,19.79968038316546,17.941330374455138,5.18295390318988,18.67496577688799,16.11313204678015,80.20031961683455,-3.787711284037689,0.9431953150499464
scored_cluster_12_bright1,P3557001,432983,-50.68688385788182,0,13.777988933343815,28.814880684137705,5.243712795969535,29.288118285880145,10.313784087777094,86.22201106665618,-9.163727546099317,2.125717942405992
scored_cluster_12_bright1,P4147089,217271,-64.51431735825663,0,31.71560497622444,14.583134035201509,-9.050905653210394,17.163527942470584,328.17452402993496,68.28439502377556,-16.342472670811148,0.5411698107394514
scored_cluster_12_bright1,P1000203663,355751,-54.93789654663011,0,62.64504026144208,34.51384681726671,8.459912001504822,35.53555590108246,13.772595412147725,37.35495973855792,-8.797011407128533,0.5672525031954452
scored_cluster_12_bright1,P10054584,336731,-14.264896883712831,1,45.51864209680882,61.37509457673457,50.81640053849086,79.68192265496263,39.6235504633371,54.48135790319118,20.128853250123576,1.7505338249215678
scored_cluster_12_bright1,P1000206800,367290,-9.358039082525597,1,38.2140148670137,50.209848177980106,32.65625365684058,59.89540681016973,33.03979018241836,61.7859851329863,7.55132956785053,1.56736754875425
scored_cluster_12_bright1,P1000203315,381741,-59.40973133247703,0,51.08210722898028,12.669446841228782,3.0060472952721184,13.02118288037361,13.347604874423157,48.91789277101972,-3.3286761253422723,0.2549069250805365
scored_cluster_12_bright1,P1260038,327891,-67.7031060730508,0,71.21464649588692,21.37427359533739,23.372596054274688,31.67235100280107,47.557037384069645,28.785353504113075,12.685459256605991,0.4447449023654191
scored_cluster_12_bright1,P1000203575,356810,-98.75697352844388,0,84.66029109240272,4.179732007259796,27.39259031628152,27.709640269916022,81.32437044372034,15.339708907597284,25.30272431265162,0.32730386244092
scored_cluster_12_bright1,P1000208609,377622,-13.793293233862418,1,43.10035784232798,51.13415895404905,27.163413066500407,57.901236786093605,27.978068420349075,56.89964215767202,1.5963335894758828,1.3434050129678967
scored_cluster_12_bright1,P1000207388,371378,-57.55582483088198,0,58.97243712397744,46.89755949100466,-6.086613790927942,47.29088658137248,352.60518521282233,41.02756287602256,-29.53539353643027,0.8019150791064154
scored_cluster_12_bright1,P10054586,344639,-54.70607543332518,0,63.113509952770414,30.788845450801627,13.069648061422344,33.448000009608776,23.000880721473266,36.88649004722959,-2.3247746639784683,0.5299657717442563
scored_cluster_12_bright1,P10024398,240634,-53.25818228038926,0,25.66885478526181,22.16358659647663,0.9962542653267904,22.185966135841376,2.573715527627485,74.33114521473819,-10.085539032911525,0.8643146069991329
scored_cluster_12_bright1,P10058733,338333,-57.05436097174323,0,16.806543935113233,18.84087902442541,2.88376964651893,19.06029511280498,8.702109784117397,83.19345606488676,-6.536669865693776,1.1340996213375598
scored_cluster_12_bright1,P10042950,279870,-53.440824964398026,0,57.49519283876667,20.76435407980504,14.97662073319188,25.601905572386386,35.801626815580335,42.50480716123333,4.594443693289362,0.4452877589989412
scored_cluster_12_bright1,P10056141,341748,-51.35769521929623,0,21.2798869321214,30.59620152722048,-1.3671214425524658,30.626729648021115,357.4415706132671,78.7201130678786,-16.665222206162706,1.439233664432254
scored_cluster_12_bright1,P10054586,336732,-14.100628627744712,1,44.61603101731071,61.27622231587526,51.11196559271871,79.79478960468428,39.83229508234518,55.38396898268929,20.47385443478108,1.7884779928928338
scored_cluster_12_bright1,P1061005,26266,-59.70426198846332,0,19.68120517598573,16.771021742618323,-0.6358301620070339,16.78307034741541,357.8288177110024,80.31879482401428,-9.021341033316196,0.8527460690208892
scored_cluster_12_bright1,P10056358,338521,-68.95042681985694,0,69.98599294047638,21.68971087334648,14.967755856981867,26.35293670852604,34.60899573902776,30.01400705952362,4.122900420308628,0.3765458715566044
scored_cluster_12_bright1,P1737004,33622,-53.789966727511285,0,67.22933921515383,40.80896080746488,15.957778263695666,43.81805528887016,21.357294137735607,32.77066078484617,-4.446702140036773,0.6517698344265944
scored_cluster_12_bright1,P10051094,322165,-54.5511593638789,0,63.1350335619761,33.45998852328952,10.881100355112828,35.18478615704098,18.014389269886294,36.8649664380239,-5.848893906531931,0.5572941704782981
scored_cluster_12_bright1,P10014832,235030,-12.511853817112884,1,47.86112175186315,59.97307975369542,30.50203556753386,67.28405805914365,26.957681545168384,52.13887824813685,0.5154956906861479,1.4058186602474354
scored_cluster_12_bright1,P10052826,328089,-6.755385155153784,1,40.32118843350475,63.25980443157753,36.23987321406473,72.90494679576224,29.807257308914306,59.67881156649525,4.609970998275966,1.8081051087071167
scored_cluster_12_bright1,P4147086,217098,-8.514466315229745,1,31.113011176217547,54.57785812498414,40.834263514360906,68.16289074174571,36.80323689961489,68.88698882378245,13.545334451868836,2.19081625869272
scored_cluster_12_bright1,P10014122,187908,-60.69898598748277,0,67.15075861771614,30.36776905663713,12.728977055548896,32.9276214500522,22.74151869738455,32.849241382283864,-2.454907472769669,0.4903536777224885
scored_cluster_12_bright1,P10043303,329906,-52.02157967197813,0,39.60172742577009,13.237255521154731,11.016353347691265,17.221642628202748,39.76801827398441,60.39827257422991,4.397725587113898,0.4348709954757196
scored_cluster_12_bright1,P10049035,319094,-52.08120168994604,0,64.27468407522571,34.12413296513917,17.137630705898488,38.18579365201478,26.66646152067028,35.72531592477429,0.0755642233289037,0.5941031714340742
scored_cluster_12_bright1,P10048530,313004,-13.043677581858072,1,34.54353527948822,52.75802070297192,27.41197199625229,59.45439392692969,27.455451576844386,65.45646472051178,1.0329616447663348,1.721143868046228
scored_cluster_12_bright1,P10049039,323735,-11.23830244980686,1,49.55540238347875,60.85730899680908,39.76646299258096,72.69789293558246,33.16211655123601,50.44459761652125,9.33780849417642,1.4670023738888895
scored_cluster_12_bright1,P10056327,343374,-53.46677281542257,0,63.16125858961148,40.6028674532658,7.658626107695921,41.318850410980126,10.681788867550154,36.83874141038852,-12.64280761893698,0.6541802892093745
scored_cluster_12_bright1,P10062116,372558,-13.425327529360274,1,47.38855341659372,67.3242818332177,41.409275057954616,79.03978102945294,31.594505331137213,52.61144658340628,7.747134141345768,1.6679087106671655
scored_cluster_12_bright1,P3462067,329626,-54.78784096546583,0,63.35284043272756,28.866089579872245,15.650777215881597,32.8359247638066,28.465910233297564,36.64715956727244,1.2177324259454725,0.5183023292960963
scored_cluster_12_bright1,P3794015,255534,-55.53209716606285,0,66.95645471162544,36.693675868395005,15.44183275198876,39.810501723480286,22.822862302768613,33.04354528837456,-2.9050051822087437,0.5945730235410465
scored_cluster_12_bright1,P10023791,269300,-50.82945718352039,0,62.555645091321225,31.00856875110297,18.54892342582577,36.13300286786344,30.88731607248508,37.444354908678775,3.0446390502742844,0.5776137839377252
scored_cluster_12_bright1,P3766008,444125,-51.31317124275828,0,64.69535030748807,32.72369646510814,21.670040500637853,39.24832436728753,33.51302335671602,35.30464969251193,5.308192268083783,0.6066637583805584
scored_cluster_12_bright1,P3006023,66027,-66.00060165143529,0,71.4287690417144,27.95564997740402,17.229297893595042,32.83849983731546,31.64587098676276,28.5712309582856,3.251472904893033,0.4597377258193792
scored_cluster_12_bright1,P1737004,9547,-85.54175415277871,0,77.68707216923339,17.800675213425208,7.975906181656489,19.5058739222942,24.135606249085072,22.31292783076661,-0.924431425056115,0.2510826238862836
scored_cluster_12_bright1,P10054583,336718,-58.70309288840117,0,28.32712674154337,15.55359401807993,-1.1448937479949794,15.595674675160732,355.7900736002643,71.67287325845663,-8.921690757034945,0.550556179504389
scored_cluster_12_bright1,P10024398,240636,-2.749417438745575,1,37.91413946187034,55.78494259747846,36.73634612008658,66.79460267760238,33.36630905222154,62.08586053812966,8.843874821347349,1.761733317059106
scored_cluster_12_bright1,P1000203663,355754,-69.42045476944494,0,57.770812884093374,73.57162364154168,-19.08377170375948,76.00640859620894,345.4585054296507,42.22918711590663,-55.86958352453031,1.315654130550352
scored_cluster_12_bright1,P10056358,338518,-75.16955714913291,0,74.69907445762435,22.608310694739565,14.66434055164516,26.94770113171994,32.96849483470612,25.30092554237565,3.3601852042753784,0.3607501341533617
scored_cluster_12_bright1,P1000203314,352456,-5.687597913605385,1,41.57612298999548,60.00564127986991,34.66122255557945,69.29702255115899,30.01213649472004,58.42387701000452,4.658401915644497,1.6667504704042275
scored_cluster_12_bright1,P10062116,364852,-56.09248158933529,0,64.51896373206066,30.280714148078648,14.54122528895372,33.59120245275179,25.650974014277324,35.481036267939345,-0.5991317850856053,0.5206407621835331
scored_cluster_12_bright1,P10060056,330259,-54.4578520168299,0,18.43525312242828,14.804687663928116,11.501933036020096,18.747619592672446,37.84404708685918,81.56474687757172,4.099589204056036,1.016943975120371
scored_cluster_12_bright1,P1000203002,334640,-14.775447360733867,1,38.40052217631828,44.81068990480497,30.791990849713823,54.3704389372888,34.495186030046625,61.59947782368173,8.38664589731134,1.4158775937380148
scored_cluster_12_bright1,P10059488,329736,-9.825065876853786,1,37.005244015538025,54.695945070123486,29.5556903692868,62.170613961252776,28.38516723953694,62.994755984461975,2.2077178342250576,1.6800487502568051
scored_cluster_12_bright1,P10057991,350339,-107.36414951967406,0,79.88464641195783,-7.738138862313837,6.352701974036523,10.01177384000354,140.6153758607698,20.11535358804217,10.221771405193442,0.1253278857663553
scored_cluster_12_bright1,P10023807,267550,-8.311275671291142,1,41.80177545913222,64.8193862208731,40.50045055625896,76.43192608662096,31.997967399295877,58.19822454086778,8.090757445822412,1.8284373150931144
scored_cluster_12_bright1,P10058379,324407,-8.274119497646769,1,32.99974379498542,52.43926769854859,35.6474156882191,63.40831997465893,34.20726884915672,67.00025620501458,9.427781838944805,1.9214791596137888
scored_cluster_12_bright1,P10054584,344632,-60.26576403886264,0,66.35800870424434,26.094710891775897,16.536763201239534,30.893340280701885,32.36328878939827,33.64199129575566,3.4894077553515856,0.4655555656950554
scored_cluster_12_bright1,P10017581,242117,-59.10701891697285,0,62.71363316748169,21.387139230473863,15.66017987827677,26.507564171074996,36.2124890753222,37.28636683251831,4.966610263039838,0.4226762640315297
scored_cluster_12_bright1,P1000203663,355755,-14.799753588078325,1,45.30618918789632,62.2791119467836,26.48874433712034,67.67821925433121,23.041169756771467,54.69381081210368,-4.650811636271456,1.4937963326302368
scored_cluster_12_bright1,P10021336,349200,-10.435082455337998,1,43.069949069160245,63.25810677157306,31.42829455612598,70.63515959513616,26.41939737753177,56.93005093083976,-0.2007588296605504,1.6400102884197203
scored_cluster_12_bright1,P4147086,217092,-52.67742351017486,0,47.264022888245165,68.65039378225613,-11.885025345925415,69.67158957517849,350.17808492029087,52.73597711175484,-46.21022223705348,1.474093513789877
scored_cluster_12_bright1,P10043299,302114,-9.781315337733254,1,43.3507548958554,51.37747712532709,32.30734806468709,60.69110226990732,32.162632823281854,56.649245104144605,6.618609502023546,1.4000010476336542
scored_cluster_12_bright1,P10042096,299779,-108.86269690889716,0,88.22233398417757,2.301740949949005,12.92716132211964,13.13048023679173,79.90402615337405,11.777666015822431,11.77629084714514,0.1488339703089995
scored_cluster_12_bright1,P10057037,344742,-53.08990453592008,0,65.06861773703065,31.58612594201948,20.47553197491401,37.64214076910135,32.95310183096416,34.93138226296935,4.682469003904265,0.5784991610122855
scored_cluster_12_bright1,P3462067,385987,-12.847105717008588,1,41.83997929263875,58.723629891744125,26.42755278529111,64.39627515533714,24.22930260940933,58.16002070736125,-2.9342621605809533,1.5391086765348112
scored_cluster_12_bright1,P1000206800,367292,-51.845935266466746,0,24.30307558838299,18.983722178847135,7.014014317712814,20.238036085863992,20.27802049769201,75.696924411617,-2.4778467717107557,0.8327355939895069
scored_cluster_12_bright1,P4147086,217073,-54.27634690760777,0,59.50086676084648,19.031242573693486,21.81208264842876,28.94745486844483,48.89500320791274,40.49913323915352,12.296461361582011,0.4865047594145839
scored_cluster_12_bright1,P10054584,344640,-61.368533866311424,0,67.56691012384812,24.756967436637577,19.92696136642651,31.78035912254278,38.830698085919096,32.43308987615188,7.548477648107722,0.4703538916355704
scored_cluster_12_bright1,P10054585,344635,-50.57382368510317,0,59.68765568320633,26.79187310934339,17.156315666833244,31.81420487718002,32.63367911088915,40.31234431679367,3.7603791121615497,0.5330114663245392
scored_cluster_12_bright1,P10048132,313395,-11.855405164998066,1,31.616188332308266,52.1873833236638,31.0145525742636,60.70770502623849,30.72268372331729,68.38381166769173,4.920860912431699,1.92014623610405
scored_cluster_12_bright1,P10044132,300964,-11.467626349532733,1,42.27715475971543,52.08713752298544,29.125016671569647,59.67693433360672,29.212151876355733,57.72284524028457,3.0814479100769283,1.4115645831131236
scored_cluster_12_bright1,P10057524,345815,-12.821548505309636,1,49.93028537127282,51.44580688181366,35.73221583635562,62.63754700095438,34.78231004609552,50.06971462872718,10.009312395448791,1.254500080165627
scored_cluster_12_bright1,P3766008,444126,-59.07332582956392,0,66.55528532573913,29.435408694192034,15.221685153232878,33.138240506977226,27.344460455525397,33.444714674260865,0.5039808061368607,0.49790546828535
scored_cluster_12_bright1,P10058623,348861,-11.218506560334692,1,45.68393087934929,60.37026624615949,47.261695730818666,76.66966107910395,38.05610579582418,54.31606912065071,17.07656260773892,1.6782632230485506
scored_cluster_12_bright1,P10050401,320549,-10.642527149093878,1,44.21199049131684,57.10206552606589,29.59077743577655,64.3137621088736,27.39357604959639,55.78800950868316,1.039744672743602,1.4546678716377792
scored_cluster_12_bright1,P3891114,139080,-50.27817744398375,0,60.15105358996074,25.442033476174903,21.2167371203988,33.12773764444099,39.82555768944167,39.84894641003926,8.495720382311344,0.5507424337114194
scored_cluster_12_bright1,P1000203315,352496,-94.73271800018412,0,79.63146416380248,1.4896250344871298,22.331557078708244,22.38118460455065,86.1837423329099,20.368535836197523,21.58674456146468,0.2810595640752303
scored_cluster_12_bright1,P10024435,270675,-1.6089603349640451,1,39.67994969205897,58.60412368000956,39.10041156376851,70.45058904479039,33.7110419537467,60.32005030794103,9.798349723763732,1.7754707249260815
scored_cluster_12_bright1,P10018122,255999,-9.92157445127238,1,37.94905865059544,58.23297979582501,48.66738765090632,75.89199270453078,39.886712922561,62.05094134940456,19.550897752993816,1.999838610050476
scored_cluster_12_bright1,P10014832,271363,-12.57509620543996,1,48.50959429213218,65.36641529992544,39.291991316315446,76.2668265418441,31.01023015704891,51.49040570786782,6.608783666352728,1.5722008739663669
scored_cluster_12_bright1,P10014832,271365,-5.886325969060356,1,44.62621836036206,57.49524450838523,37.237824184245646,68.50079336077643,32.929834518817415,55.37378163963794,8.490201930053033,1.534989875405178
scored_cluster_12_bright1,P3766008,444121,-9.897863852821404,1,38.54565964454106,54.80291832935657,48.45448634674152,73.15187697209612,41.48179142291468,61.45434035545894,21.053027182063232,1.8977980308726168
scored_cluster_12_bright1,P10052826,328087,-12.594312211210188,1,39.0518853956962,61.75873679133764,27.12387071577327,67.4525457834447,23.71064060855184,60.9481146043038,-3.755497679895552,1.7272545256132104
scored_cluster_12_bright1,P10062116,364858,-12.244913206214395,1,49.40735731782237,63.27705375299253,36.87560547816372,73.23793969685579,30.232103767452145,50.592642682177626,5.237078601667456,1.4823286180990938
scored_cluster_12_bright1,P10014519,235298,-13.128879487534912,1,39.832157273099824,64.35818060353698,49.81389769531618,81.38427252360809,37.740241824528994,60.167842726900176,17.63480739354769,2.043180136230532
scored_cluster_12_bright1,P10062116,364857,-13.33112519009252,1,36.86869869698566,46.03082294117223,31.854818330162114,55.97826463449165,34.6844874093988,63.13130130301434,8.839406859576002,1.518314087908624
scored_cluster_12_bright1,P10060056,330276,-58.33105320488512,0,17.342808136066793,11.424304974196051,9.853882097935111,15.08687298758251,40.77897492871125,82.6571918639332,4.141729610837087,0.8699209994837716
scored_cluster_12_bright1,P10060424,355110,-49.91760902074778,0,32.55765994177487,13.58354046636176,15.402175247359972,20.536298935097232,48.59017140102896,67.44234005822513,8.610405014179094,0.6307670444320546
scored_cluster_12_bright1,P10060056,330254,-12.793129296176616,1,43.59451950243792,51.33830735674039,28.45264122802864,58.69560967488164,28.99603237997161,56.40548049756208,2.783487549658446,1.3463988213380635
scored_cluster_12_bright1,P10016548,239691,-59.0115035089273,0,61.2274886978728,23.478118683947223,9.536351283599153,25.34095603448526,22.106024639949908,38.7725113021272,-2.2027080583744585,0.4138820091010146
